algo,p1,p2,mean_run,p3,upper_bound,itiration,real_cost
dsa0.6,0.2,1.0,1,0.5,10,3,9175
dsa0.6,0.2,1.0,1,0.5,10,4,9651
dsa0.6,0.2,1.0,1,0.5,10,5,9609
dsa0.6,0.2,1.0,1,0.5,10,6,9253
dsa0.6,0.2,1.0,1,0.5,10,7,9008
dsa0.6,0.2,1.0,1,0.5,10,8,8757
dsa0.6,0.2,1.0,1,0.5,10,9,8297
dsa0.6,0.2,1.0,1,0.5,10,10,8140
dsa0.6,0.2,1.0,1,0.5,10,11,7615
dsa0.6,0.2,1.0,1,0.5,10,12,8001
dsa0.6,0.2,1.0,1,0.5,10,13,7842
dsa0.6,0.2,1.0,1,0.5,10,14,7330
dsa0.6,0.2,1.0,1,0.5,10,15,7807
dsa0.6,0.2,1.0,1,0.5,10,16,7625
dsa0.6,0.2,1.0,1,0.5,10,17,7458
dsa0.6,0.2,1.0,1,0.5,10,18,7458
dsa0.6,0.2,1.0,1,0.5,10,19,7304
dsa0.6,0.2,1.0,1,0.5,10,20,7259
dsa0.6,0.2,1.0,1,0.5,10,21,6966
dsa0.6,0.2,1.0,1,0.5,10,22,6922
dsa0.6,0.2,1.0,1,0.5,10,23,6869
dsa0.6,0.2,1.0,1,0.5,10,24,7077
dsa0.6,0.2,1.0,1,0.5,10,25,7073
dsa0.6,0.2,1.0,1,0.5,10,26,7115
dsa0.6,0.2,1.0,1,0.5,10,27,7065
dsa0.6,0.2,1.0,1,0.5,10,28,7120
dsa0.6,0.2,1.0,1,0.5,10,29,6904
dsa0.6,0.2,1.0,1,0.5,10,30,7039
dsa0.6,0.2,1.0,1,0.5,10,31,6907
dsa0.6,0.2,1.0,1,0.5,10,32,6907
dsa0.6,0.2,1.0,1,0.5,10,33,7076
dsa0.6,0.2,1.0,1,0.5,10,34,7172
dsa0.6,0.2,1.0,1,0.5,10,35,6904
dsa0.6,0.2,1.0,1,0.5,10,36,6875
dsa0.6,0.2,1.0,1,0.5,10,37,6767
dsa0.6,0.2,1.0,1,0.5,10,38,6746
dsa0.6,0.2,1.0,1,0.5,10,39,6719
dsa0.6,0.2,1.0,1,0.5,10,40,6710
dsa0.6,0.2,1.0,1,0.5,10,41,6710
dsa0.6,0.2,1.0,1,0.5,10,42,6710
dsa0.6,0.2,1.0,1,0.5,10,43,6710
dsa0.6,0.2,1.0,1,0.5,10,44,6576
dsa0.6,0.2,1.0,1,0.5,10,45,6559
dsa0.6,0.2,1.0,1,0.5,10,46,6559
dsa0.6,0.2,1.0,1,0.5,10,47,6559
dsa0.6,0.2,1.0,1,0.5,10,48,6559
dsa0.6,0.2,1.0,1,0.5,10,49,6559
dsa0.6,0.2,1.0,1,0.5,10,50,6559
dsa0.6,0.2,1.0,1,0.5,10,51,6559
dsa0.6,0.2,1.0,1,0.5,10,52,6559
dsa0.6,0.2,1.0,1,0.5,10,53,6559
dsa0.6,0.2,1.0,1,0.5,10,54,6559
dsa0.6,0.2,1.0,1,0.5,10,55,6559
dsa0.6,0.2,1.0,1,0.5,10,56,6559
dsa0.6,0.2,1.0,1,0.5,10,57,6559
dsa0.6,0.2,1.0,1,0.5,10,58,6559
dsa0.6,0.2,1.0,1,0.5,10,59,6559
dsa0.6,0.2,1.0,1,0.5,10,60,6559
dsa0.6,0.2,1.0,1,0.5,10,61,6559
dsa0.6,0.2,1.0,1,0.5,10,62,6559
dsa0.6,0.2,1.0,1,0.5,10,63,6559
dsa0.6,0.2,1.0,1,0.5,10,64,6559
dsa0.6,0.2,1.0,1,0.5,10,65,6559
dsa0.6,0.2,1.0,1,0.5,10,66,6559
dsa0.6,0.2,1.0,1,0.5,10,67,6559
dsa0.6,0.2,1.0,1,0.5,10,68,6559
dsa0.6,0.2,1.0,1,0.5,10,69,6559
dsa0.6,0.2,1.0,1,0.5,10,70,6559
dsa0.6,0.2,1.0,1,0.5,10,71,6559
dsa0.6,0.2,1.0,1,0.5,10,72,6559
dsa0.6,0.2,1.0,1,0.5,10,73,6559
dsa0.6,0.2,1.0,1,0.5,10,74,6559
dsa0.6,0.2,1.0,1,0.5,10,75,6559
dsa0.6,0.2,1.0,1,0.5,10,76,6559
dsa0.6,0.2,1.0,1,0.5,10,77,6559
dsa0.6,0.2,1.0,1,0.5,10,78,6559
dsa0.6,0.2,1.0,1,0.5,10,79,6559
dsa0.6,0.2,1.0,1,0.5,10,80,6559
dsa0.6,0.2,1.0,1,0.5,10,81,6559
dsa0.6,0.2,1.0,1,0.5,10,82,6559
dsa0.6,0.2,1.0,1,0.5,10,83,6559
dsa0.6,0.2,1.0,1,0.5,10,84,6559
dsa0.6,0.2,1.0,1,0.5,10,85,6559
dsa0.6,0.2,1.0,1,0.5,10,86,6559
dsa0.6,0.2,1.0,1,0.5,10,87,6559
dsa0.6,0.2,1.0,1,0.5,10,88,6559
dsa0.6,0.2,1.0,1,0.5,10,89,6559
dsa0.6,0.2,1.0,1,0.5,10,90,6559
dsa0.6,0.2,1.0,1,0.5,10,91,6559
dsa0.6,0.2,1.0,1,0.5,10,92,6559
dsa0.6,0.2,1.0,1,0.5,10,93,6559
dsa0.6,0.2,1.0,1,0.5,10,94,6559
dsa0.6,0.2,1.0,1,0.5,10,95,6559
dsa0.6,0.2,1.0,1,0.5,10,96,6559
dsa0.6,0.2,1.0,1,0.5,10,97,6559
dsa0.6,0.2,1.0,1,0.5,10,98,6559
dsa0.6,0.2,1.0,1,0.5,10,99,6559
dsa0.6,0.2,1.0,1,0.5,10,100,6559
dsa0.6,0.2,1.0,1,0.5,10,101,6559
dsa0.6,0.2,1.0,1,0.5,10,102,6559
dsa0.6,0.2,1.0,1,0.5,10,103,6559
dsa0.6,0.2,1.0,1,0.5,10,104,6559
dsa0.6,0.2,1.0,1,0.5,10,105,6559
dsa0.6,0.2,1.0,1,0.5,10,106,6559
dsa0.6,0.2,1.0,1,0.5,10,107,6559
dsa0.6,0.2,1.0,1,0.5,10,108,6559
dsa0.6,0.2,1.0,1,0.5,10,109,6559
dsa0.6,0.2,1.0,1,0.5,10,110,6559
dsa0.6,0.2,1.0,1,0.5,10,111,6559
dsa0.6,0.2,1.0,1,0.5,10,112,6559
dsa0.6,0.2,1.0,1,0.5,10,113,6559
dsa0.6,0.2,1.0,1,0.5,10,114,6559
dsa0.6,0.2,1.0,1,0.5,10,115,6559
dsa0.6,0.2,1.0,1,0.5,10,116,6559
dsa0.6,0.2,1.0,1,0.5,10,117,6559
dsa0.6,0.2,1.0,1,0.5,10,118,6559
dsa0.6,0.2,1.0,1,0.5,10,119,6559
dsa0.6,0.2,1.0,1,0.5,10,120,6559
dsa0.6,0.2,1.0,1,0.5,10,121,6559
dsa0.6,0.2,1.0,1,0.5,10,122,6559
dsa0.6,0.2,1.0,1,0.5,10,123,6559
dsa0.6,0.2,1.0,1,0.5,10,124,6559
dsa0.6,0.2,1.0,1,0.5,10,125,6559
dsa0.6,0.2,1.0,1,0.5,10,126,6559
dsa0.6,0.2,1.0,1,0.5,10,127,6559
dsa0.6,0.2,1.0,1,0.5,10,128,6559
dsa0.6,0.2,1.0,1,0.5,10,129,6559
dsa0.6,0.2,1.0,1,0.5,10,130,6559
dsa0.6,0.2,1.0,1,0.5,10,131,6559
dsa0.6,0.2,1.0,1,0.5,10,132,6559
dsa0.6,0.2,1.0,1,0.5,10,133,6559
dsa0.6,0.2,1.0,1,0.5,10,134,6559
dsa0.6,0.2,1.0,1,0.5,10,135,6559
dsa0.6,0.2,1.0,1,0.5,10,136,6559
dsa0.6,0.2,1.0,1,0.5,10,137,6559
dsa0.6,0.2,1.0,1,0.5,10,138,6559
dsa0.6,0.2,1.0,1,0.5,10,139,6559
dsa0.6,0.2,1.0,1,0.5,10,140,6559
dsa0.6,0.2,1.0,1,0.5,10,141,6559
dsa0.6,0.2,1.0,1,0.5,10,142,6559
dsa0.6,0.2,1.0,1,0.5,10,143,6559
dsa0.6,0.2,1.0,1,0.5,10,144,6559
dsa0.6,0.2,1.0,1,0.5,10,145,6559
dsa0.6,0.2,1.0,1,0.5,10,146,6559
dsa0.6,0.2,1.0,1,0.5,10,147,6559
dsa0.6,0.2,1.0,1,0.5,10,148,6559
dsa0.6,0.2,1.0,1,0.5,10,149,6559
dsa0.6,0.2,1.0,1,0.5,10,150,6559
dsa0.6,0.2,1.0,1,0.5,10,151,6559
dsa0.6,0.2,1.0,1,0.5,10,152,6559
dsa0.6,0.2,1.0,1,0.5,10,153,6559
dsa0.6,0.2,1.0,1,0.5,10,154,6559
dsa0.6,0.2,1.0,1,0.5,10,155,6559
dsa0.6,0.2,1.0,1,0.5,10,156,6559
dsa0.6,0.2,1.0,1,0.5,10,157,6559
dsa0.6,0.2,1.0,1,0.5,10,158,6559
dsa0.6,0.2,1.0,1,0.5,10,159,6559
dsa0.6,0.2,1.0,1,0.5,10,160,6559
dsa0.6,0.2,1.0,1,0.5,10,161,6559
dsa0.6,0.2,1.0,1,0.5,10,162,6559
dsa0.6,0.2,1.0,1,0.5,10,163,6559
dsa0.6,0.2,1.0,1,0.5,10,164,6559
dsa0.6,0.2,1.0,1,0.5,10,165,6559
dsa0.6,0.2,1.0,1,0.5,10,166,6559
dsa0.6,0.2,1.0,1,0.5,10,167,6559
dsa0.6,0.2,1.0,1,0.5,10,168,6559
dsa0.6,0.2,1.0,1,0.5,10,169,6559
dsa0.6,0.2,1.0,1,0.5,10,170,6559
dsa0.6,0.2,1.0,1,0.5,10,171,6559
dsa0.6,0.2,1.0,1,0.5,10,172,6559
dsa0.6,0.2,1.0,1,0.5,10,173,6559
dsa0.6,0.2,1.0,1,0.5,10,174,6559
dsa0.6,0.2,1.0,1,0.5,10,175,6559
dsa0.6,0.2,1.0,1,0.5,10,176,6559
dsa0.6,0.2,1.0,1,0.5,10,177,6559
dsa0.6,0.2,1.0,1,0.5,10,178,6559
dsa0.6,0.2,1.0,1,0.5,10,179,6559
dsa0.6,0.2,1.0,1,0.5,10,180,6559
dsa0.6,0.2,1.0,1,0.5,10,181,6559
dsa0.6,0.2,1.0,1,0.5,10,182,6559
dsa0.6,0.2,1.0,1,0.5,10,183,6559
dsa0.6,0.2,1.0,1,0.5,10,184,6559
dsa0.6,0.2,1.0,1,0.5,10,185,6559
dsa0.6,0.2,1.0,1,0.5,10,186,6559
dsa0.6,0.2,1.0,1,0.5,10,187,6559
dsa0.6,0.2,1.0,1,0.5,10,188,6559
dsa0.6,0.2,1.0,1,0.5,10,189,6559
dsa0.6,0.2,1.0,1,0.5,10,190,6559
dsa0.6,0.2,1.0,1,0.5,10,191,6559
dsa0.6,0.2,1.0,1,0.5,10,192,6559
dsa0.6,0.2,1.0,1,0.5,10,193,6559
dsa0.6,0.2,1.0,1,0.5,10,194,6559
dsa0.6,0.2,1.0,1,0.5,10,195,6559
dsa0.6,0.2,1.0,1,0.5,10,196,6559
dsa0.6,0.2,1.0,1,0.5,10,197,6559
dsa0.6,0.2,1.0,1,0.5,10,198,6559
dsa0.6,0.2,1.0,1,0.5,10,199,6559
dsa0.6,0.2,1.0,1,1.0,5,0,12588
dsa0.6,0.2,1.0,1,1.0,5,1,12588
dsa0.6,0.2,1.0,1,1.0,5,2,11740
dsa0.6,0.2,1.0,1,1.0,5,3,11920
dsa0.6,0.2,1.0,1,1.0,5,4,10913
dsa0.6,0.2,1.0,1,1.0,5,5,10194
dsa0.6,0.2,1.0,1,1.0,5,6,10053
dsa0.6,0.2,1.0,1,1.0,5,7,11187
dsa0.6,0.2,1.0,1,1.0,5,8,11094
dsa0.6,0.2,1.0,1,1.0,5,9,10828
dsa0.6,0.2,1.0,1,1.0,5,10,9305
dsa0.6,0.2,1.0,1,1.0,5,11,9433
dsa0.6,0.2,1.0,1,1.0,5,12,9289
dsa0.6,0.2,1.0,1,1.0,5,13,9233
dsa0.6,0.2,1.0,1,1.0,5,14,9020
dsa0.6,0.2,1.0,1,1.0,5,15,8282
dsa0.6,0.2,1.0,1,1.0,5,16,8528
dsa0.6,0.2,1.0,1,1.0,5,17,8535
dsa0.6,0.2,1.0,1,1.0,5,18,8241
dsa0.6,0.2,1.0,1,1.0,5,19,8175
dsa0.6,0.2,1.0,1,1.0,5,20,8411
dsa0.6,0.2,1.0,1,1.0,5,21,8029
dsa0.6,0.2,1.0,1,1.0,5,22,7815
dsa0.6,0.2,1.0,1,1.0,5,23,7867
dsa0.6,0.2,1.0,1,1.0,5,24,7996
dsa0.6,0.2,1.0,1,1.0,5,25,8068
dsa0.6,0.2,1.0,1,1.0,5,26,7448
dsa0.6,0.2,1.0,1,1.0,5,27,7202
dsa0.6,0.2,1.0,1,1.0,5,28,7534
dsa0.6,0.2,1.0,1,1.0,5,29,7267
dsa0.6,0.2,1.0,1,1.0,5,30,7405
dsa0.6,0.2,1.0,1,1.0,5,31,7680
dsa0.6,0.2,1.0,1,1.0,5,32,7445
dsa0.6,0.2,1.0,1,1.0,5,33,6984
dsa0.6,0.2,1.0,1,1.0,5,34,7155
dsa0.6,0.2,1.0,1,1.0,5,35,7303
dsa0.6,0.2,1.0,1,1.0,5,36,7251
dsa0.6,0.2,1.0,1,1.0,5,37,7142
dsa0.6,0.2,1.0,1,1.0,5,38,7217
dsa0.6,0.2,1.0,1,1.0,5,39,7383
dsa0.6,0.2,1.0,1,1.0,5,40,7208
dsa0.6,0.2,1.0,1,1.0,5,41,7259
dsa0.6,0.2,1.0,1,1.0,5,42,7008
dsa0.6,0.2,1.0,1,1.0,5,43,7059
dsa0.6,0.2,1.0,1,1.0,5,44,7395
dsa0.6,0.2,1.0,1,1.0,5,45,7018
dsa0.6,0.2,1.0,1,1.0,5,46,7116
dsa0.6,0.2,1.0,1,1.0,5,47,7188
dsa0.6,0.2,1.0,1,1.0,5,48,7118
dsa0.6,0.2,1.0,1,1.0,5,49,7126
dsa0.6,0.2,1.0,1,1.0,5,50,7111
dsa0.6,0.2,1.0,1,1.0,5,51,7151
dsa0.6,0.2,1.0,1,1.0,5,52,7294
dsa0.6,0.2,1.0,1,1.0,5,53,7093
dsa0.6,0.2,1.0,1,1.0,5,54,7205
dsa0.6,0.2,1.0,1,1.0,5,55,6992
dsa0.6,0.2,1.0,1,1.0,5,56,6736
dsa0.6,0.2,1.0,1,1.0,5,57,7011
dsa0.6,0.2,1.0,1,1.0,5,58,7011
dsa0.6,0.2,1.0,1,1.0,5,59,6936
dsa0.6,0.2,1.0,1,1.0,5,60,6927
dsa0.6,0.2,1.0,1,1.0,5,61,6975
dsa0.6,0.2,1.0,1,1.0,5,62,6893
dsa0.6,0.2,1.0,1,1.0,5,63,6893
dsa0.6,0.2,1.0,1,1.0,5,64,6644
dsa0.6,0.2,1.0,1,1.0,5,65,6797
dsa0.6,0.2,1.0,1,1.0,5,66,6797
dsa0.6,0.2,1.0,1,1.0,5,67,6581
dsa0.6,0.2,1.0,1,1.0,5,68,6581
dsa0.6,0.2,1.0,1,1.0,5,69,6663
dsa0.6,0.2,1.0,1,1.0,5,70,6581
dsa0.6,0.2,1.0,1,1.0,5,71,6581
dsa0.6,0.2,1.0,1,1.0,5,72,6514
dsa0.6,0.2,1.0,1,1.0,5,73,6667
dsa0.6,0.2,1.0,1,1.0,5,74,6514
dsa0.6,0.2,1.0,1,1.0,5,75,6514
dsa0.6,0.2,1.0,1,1.0,5,76,6557
dsa0.6,0.2,1.0,1,1.0,5,77,6557
dsa0.6,0.2,1.0,1,1.0,5,78,6639
dsa0.6,0.2,1.0,1,1.0,5,79,6639
dsa0.6,0.2,1.0,1,1.0,5,80,6670
dsa0.6,0.2,1.0,1,1.0,5,81,6545
dsa0.6,0.2,1.0,1,1.0,5,82,6529
dsa0.6,0.2,1.0,1,1.0,5,83,6557
dsa0.6,0.2,1.0,1,1.0,5,84,6557
dsa0.6,0.2,1.0,1,1.0,5,85,6557
dsa0.6,0.2,1.0,1,1.0,5,86,6566
dsa0.6,0.2,1.0,1,1.0,5,87,6566
dsa0.6,0.2,1.0,1,1.0,5,88,6691
dsa0.6,0.2,1.0,1,1.0,5,89,6515
dsa0.6,0.2,1.0,1,1.0,5,90,6531
dsa0.6,0.2,1.0,1,1.0,5,91,6557
dsa0.6,0.2,1.0,1,1.0,5,92,6541
dsa0.6,0.2,1.0,1,1.0,5,93,6541
dsa0.6,0.2,1.0,1,1.0,5,94,6541
dsa0.6,0.2,1.0,1,1.0,5,95,6817
dsa0.6,0.2,1.0,1,1.0,5,96,6515
dsa0.6,0.2,1.0,1,1.0,5,97,6515
dsa0.6,0.2,1.0,1,1.0,5,98,6531
dsa0.6,0.2,1.0,1,1.0,5,99,6531
dsa0.6,0.2,1.0,1,1.0,5,100,6503
dsa0.6,0.2,1.0,1,1.0,5,101,6503
dsa0.6,0.2,1.0,1,1.0,5,102,6582
dsa0.6,0.2,1.0,1,1.0,5,103,6582
dsa0.6,0.2,1.0,1,1.0,5,104,6531
dsa0.6,0.2,1.0,1,1.0,5,105,6531
dsa0.6,0.2,1.0,1,1.0,5,106,6515
dsa0.6,0.2,1.0,1,1.0,5,107,6515
dsa0.6,0.2,1.0,1,1.0,5,108,6515
dsa0.6,0.2,1.0,1,1.0,5,109,6515
dsa0.6,0.2,1.0,1,1.0,5,110,6515
dsa0.6,0.2,1.0,1,1.0,5,111,6515
dsa0.6,0.2,1.0,1,1.0,5,112,6515
dsa0.6,0.2,1.0,1,1.0,5,113,6515
dsa0.6,0.2,1.0,1,1.0,5,114,6515
dsa0.6,0.2,1.0,1,1.0,5,115,6515
dsa0.6,0.2,1.0,1,1.0,5,116,6515
dsa0.6,0.2,1.0,1,1.0,5,117,6515
dsa0.6,0.2,1.0,1,1.0,5,118,6515
dsa0.6,0.2,1.0,1,1.0,5,119,6515
dsa0.6,0.2,1.0,1,1.0,5,120,6515
dsa0.6,0.2,1.0,1,1.0,5,121,6515
dsa0.6,0.2,1.0,1,1.0,5,122,6515
dsa0.6,0.2,1.0,1,1.0,5,123,6515
dsa0.6,0.2,1.0,1,1.0,5,124,6515
dsa0.6,0.2,1.0,1,1.0,5,125,6515
dsa0.6,0.2,1.0,1,1.0,5,126,6515
dsa0.6,0.2,1.0,1,1.0,5,127,6515
dsa0.6,0.2,1.0,1,1.0,5,128,6515
dsa0.6,0.2,1.0,1,1.0,5,129,6515
dsa0.6,0.2,1.0,1,1.0,5,130,6515
dsa0.6,0.2,1.0,1,1.0,5,131,6515
dsa0.6,0.2,1.0,1,1.0,5,132,6515
dsa0.6,0.2,1.0,1,1.0,5,133,6515
dsa0.6,0.2,1.0,1,1.0,5,134,6515
dsa0.6,0.2,1.0,1,1.0,5,135,6515
dsa0.6,0.2,1.0,1,1.0,5,136,6515
dsa0.6,0.2,1.0,1,1.0,5,137,6515
dsa0.6,0.2,1.0,1,1.0,5,138,6515
dsa0.6,0.2,1.0,1,1.0,5,139,6515
dsa0.6,0.2,1.0,1,1.0,5,140,6515
dsa0.6,0.2,1.0,1,1.0,5,141,6515
dsa0.6,0.2,1.0,1,1.0,5,142,6515
dsa0.6,0.2,1.0,1,1.0,5,143,6515
dsa0.6,0.2,1.0,1,1.0,5,144,6515
dsa0.6,0.2,1.0,1,1.0,5,145,6515
dsa0.6,0.2,1.0,1,1.0,5,146,6515
dsa0.6,0.2,1.0,1,1.0,5,147,6515
dsa0.6,0.2,1.0,1,1.0,5,148,6515
dsa0.6,0.2,1.0,1,1.0,5,149,6515
dsa0.6,0.2,1.0,1,1.0,5,150,6515
dsa0.6,0.2,1.0,1,1.0,5,151,6515
dsa0.6,0.2,1.0,1,1.0,5,152,6515
dsa0.6,0.2,1.0,1,1.0,5,153,6515
dsa0.6,0.2,1.0,1,1.0,5,154,6515
dsa0.6,0.2,1.0,1,1.0,5,155,6515
dsa0.6,0.2,1.0,1,1.0,5,156,6515
dsa0.6,0.2,1.0,1,1.0,5,157,6515
dsa0.6,0.2,1.0,1,1.0,5,158,6515
dsa0.6,0.2,1.0,1,1.0,5,159,6515
dsa0.6,0.2,1.0,1,1.0,5,160,6515
dsa0.6,0.2,1.0,1,1.0,5,161,6515
dsa0.6,0.2,1.0,1,1.0,5,162,6515
dsa0.6,0.2,1.0,1,1.0,5,163,6515
dsa0.6,0.2,1.0,1,1.0,5,164,6515
dsa0.6,0.2,1.0,1,1.0,5,165,6515
dsa0.6,0.2,1.0,1,1.0,5,166,6515
dsa0.6,0.2,1.0,1,1.0,5,167,6515
dsa0.6,0.2,1.0,1,1.0,5,168,6515
dsa0.6,0.2,1.0,1,1.0,5,169,6515
dsa0.6,0.2,1.0,1,1.0,5,170,6515
dsa0.6,0.2,1.0,1,1.0,5,171,6515
dsa0.6,0.2,1.0,1,1.0,5,172,6515
dsa0.6,0.2,1.0,1,1.0,5,173,6515
dsa0.6,0.2,1.0,1,1.0,5,174,6515
dsa0.6,0.2,1.0,1,1.0,5,175,6515
dsa0.6,0.2,1.0,1,1.0,5,176,6515
dsa0.6,0.2,1.0,1,1.0,5,177,6515
dsa0.6,0.2,1.0,1,1.0,5,178,6515
dsa0.6,0.2,1.0,1,1.0,5,179,6515
dsa0.6,0.2,1.0,1,1.0,5,180,6515
dsa0.6,0.2,1.0,1,1.0,5,181,6515
dsa0.6,0.2,1.0,1,1.0,5,182,6515
dsa0.6,0.2,1.0,1,1.0,5,183,6515
dsa0.6,0.2,1.0,1,1.0,5,184,6515
dsa0.6,0.2,1.0,1,1.0,5,185,6515
dsa0.6,0.2,1.0,1,1.0,5,186,6515
dsa0.6,0.2,1.0,1,1.0,5,187,6515
dsa0.6,0.2,1.0,1,1.0,5,188,6515
dsa0.6,0.2,1.0,1,1.0,5,189,6515
dsa0.6,0.2,1.0,1,1.0,5,190,6515
dsa0.6,0.2,1.0,1,1.0,5,191,6515
dsa0.6,0.2,1.0,1,1.0,5,192,6515
dsa0.6,0.2,1.0,1,1.0,5,193,6515
dsa0.6,0.2,1.0,1,1.0,5,194,6515
dsa0.6,0.2,1.0,1,1.0,5,195,6515
dsa0.6,0.2,1.0,1,1.0,5,196,6515
dsa0.6,0.2,1.0,1,1.0,5,197,6515
dsa0.6,0.2,1.0,1,1.0,5,198,6515
dsa0.6,0.2,1.0,1,1.0,5,199,6515
dsa0.6,0.2,1.0,1,1.0,10,0,12588
dsa0.6,0.2,1.0,1,1.0,10,1,12588
