algo,p1,p2,mean_run,p3,upper_bound,itiration,real_cost
dsa0.6,0.2,1.0,2,0.5,5,1,11746
dsa0.6,0.2,1.0,2,0.5,5,2,11020
dsa0.6,0.2,1.0,2,0.5,5,3,11405
dsa0.6,0.2,1.0,2,0.5,5,4,11122
dsa0.6,0.2,1.0,2,0.5,5,5,9773
dsa0.6,0.2,1.0,2,0.5,5,6,9653
dsa0.6,0.2,1.0,2,0.5,5,7,9842
dsa0.6,0.2,1.0,2,0.5,5,8,10020
dsa0.6,0.2,1.0,2,0.5,5,9,9099
dsa0.6,0.2,1.0,2,0.5,5,10,8476
dsa0.6,0.2,1.0,2,0.5,5,11,8586
dsa0.6,0.2,1.0,2,0.5,5,12,8982
dsa0.6,0.2,1.0,2,0.5,5,13,8559
dsa0.6,0.2,1.0,2,0.5,5,14,8641
dsa0.6,0.2,1.0,2,0.5,5,15,8182
dsa0.6,0.2,1.0,2,0.5,5,16,7908
dsa0.6,0.2,1.0,2,0.5,5,17,8028
dsa0.6,0.2,1.0,2,0.5,5,18,8155
dsa0.6,0.2,1.0,2,0.5,5,19,7731
dsa0.6,0.2,1.0,2,0.5,5,20,7644
dsa0.6,0.2,1.0,2,0.5,5,21,7636
dsa0.6,0.2,1.0,2,0.5,5,22,7712
dsa0.6,0.2,1.0,2,0.5,5,23,7765
dsa0.6,0.2,1.0,2,0.5,5,24,7580
dsa0.6,0.2,1.0,2,0.5,5,25,7436
dsa0.6,0.2,1.0,2,0.5,5,26,7596
dsa0.6,0.2,1.0,2,0.5,5,27,7352
dsa0.6,0.2,1.0,2,0.5,5,28,7481
dsa0.6,0.2,1.0,2,0.5,5,29,7320
dsa0.6,0.2,1.0,2,0.5,5,30,7380
dsa0.6,0.2,1.0,2,0.5,5,31,7377
dsa0.6,0.2,1.0,2,0.5,5,32,7320
dsa0.6,0.2,1.0,2,0.5,5,33,7358
dsa0.6,0.2,1.0,2,0.5,5,34,7350
dsa0.6,0.2,1.0,2,0.5,5,35,7153
dsa0.6,0.2,1.0,2,0.5,5,36,7133
dsa0.6,0.2,1.0,2,0.5,5,37,7136
dsa0.6,0.2,1.0,2,0.5,5,38,7187
dsa0.6,0.2,1.0,2,0.5,5,39,7089
dsa0.6,0.2,1.0,2,0.5,5,40,7086
dsa0.6,0.2,1.0,2,0.5,5,41,7043
dsa0.6,0.2,1.0,2,0.5,5,42,6945
dsa0.6,0.2,1.0,2,0.5,5,43,6945
dsa0.6,0.2,1.0,2,0.5,5,44,7062
dsa0.6,0.2,1.0,2,0.5,5,45,7049
dsa0.6,0.2,1.0,2,0.5,5,46,7065
dsa0.6,0.2,1.0,2,0.5,5,47,7043
dsa0.6,0.2,1.0,2,0.5,5,48,6945
dsa0.6,0.2,1.0,2,0.5,5,49,6934
dsa0.6,0.2,1.0,2,0.5,5,50,6885
dsa0.6,0.2,1.0,2,0.5,5,51,6945
dsa0.6,0.2,1.0,2,0.5,5,52,6949
dsa0.6,0.2,1.0,2,0.5,5,53,6949
dsa0.6,0.2,1.0,2,0.5,5,54,6927
dsa0.6,0.2,1.0,2,0.5,5,55,6918
dsa0.6,0.2,1.0,2,0.5,5,56,6869
dsa0.6,0.2,1.0,2,0.5,5,57,6869
dsa0.6,0.2,1.0,2,0.5,5,58,6869
dsa0.6,0.2,1.0,2,0.5,5,59,6869
dsa0.6,0.2,1.0,2,0.5,5,60,6869
dsa0.6,0.2,1.0,2,0.5,5,61,6869
dsa0.6,0.2,1.0,2,0.5,5,62,6869
dsa0.6,0.2,1.0,2,0.5,5,63,6869
dsa0.6,0.2,1.0,2,0.5,5,64,6869
dsa0.6,0.2,1.0,2,0.5,5,65,6869
dsa0.6,0.2,1.0,2,0.5,5,66,6869
dsa0.6,0.2,1.0,2,0.5,5,67,6869
dsa0.6,0.2,1.0,2,0.5,5,68,6869
dsa0.6,0.2,1.0,2,0.5,5,69,6869
dsa0.6,0.2,1.0,2,0.5,5,70,6869
dsa0.6,0.2,1.0,2,0.5,5,71,6869
dsa0.6,0.2,1.0,2,0.5,5,72,6869
dsa0.6,0.2,1.0,2,0.5,5,73,6869
dsa0.6,0.2,1.0,2,0.5,5,74,6869
dsa0.6,0.2,1.0,2,0.5,5,75,6869
dsa0.6,0.2,1.0,2,0.5,5,76,6869
dsa0.6,0.2,1.0,2,0.5,5,77,6869
dsa0.6,0.2,1.0,2,0.5,5,78,6869
dsa0.6,0.2,1.0,2,0.5,5,79,6869
dsa0.6,0.2,1.0,2,0.5,5,80,6869
dsa0.6,0.2,1.0,2,0.5,5,81,6869
dsa0.6,0.2,1.0,2,0.5,5,82,6869
dsa0.6,0.2,1.0,2,0.5,5,83,6869
dsa0.6,0.2,1.0,2,0.5,5,84,6869
dsa0.6,0.2,1.0,2,0.5,5,85,6869
dsa0.6,0.2,1.0,2,0.5,5,86,6869
dsa0.6,0.2,1.0,2,0.5,5,87,6869
dsa0.6,0.2,1.0,2,0.5,5,88,6869
dsa0.6,0.2,1.0,2,0.5,5,89,6869
dsa0.6,0.2,1.0,2,0.5,5,90,6869
dsa0.6,0.2,1.0,2,0.5,5,91,6869
dsa0.6,0.2,1.0,2,0.5,5,92,6869
dsa0.6,0.2,1.0,2,0.5,5,93,6869
dsa0.6,0.2,1.0,2,0.5,5,94,6869
dsa0.6,0.2,1.0,2,0.5,5,95,6869
dsa0.6,0.2,1.0,2,0.5,5,96,6869
dsa0.6,0.2,1.0,2,0.5,5,97,6869
dsa0.6,0.2,1.0,2,0.5,5,98,6869
dsa0.6,0.2,1.0,2,0.5,5,99,6869
dsa0.6,0.2,1.0,2,0.5,5,100,6869
dsa0.6,0.2,1.0,2,0.5,5,101,6869
dsa0.6,0.2,1.0,2,0.5,5,102,6869
dsa0.6,0.2,1.0,2,0.5,5,103,6869
dsa0.6,0.2,1.0,2,0.5,5,104,6869
dsa0.6,0.2,1.0,2,0.5,5,105,6869
dsa0.6,0.2,1.0,2,0.5,5,106,6869
dsa0.6,0.2,1.0,2,0.5,5,107,6869
dsa0.6,0.2,1.0,2,0.5,5,108,6869
dsa0.6,0.2,1.0,2,0.5,5,109,6869
dsa0.6,0.2,1.0,2,0.5,5,110,6869
dsa0.6,0.2,1.0,2,0.5,5,111,6869
dsa0.6,0.2,1.0,2,0.5,5,112,6869
dsa0.6,0.2,1.0,2,0.5,5,113,6869
dsa0.6,0.2,1.0,2,0.5,5,114,6869
dsa0.6,0.2,1.0,2,0.5,5,115,6869
dsa0.6,0.2,1.0,2,0.5,5,116,6869
dsa0.6,0.2,1.0,2,0.5,5,117,6869
dsa0.6,0.2,1.0,2,0.5,5,118,6869
dsa0.6,0.2,1.0,2,0.5,5,119,6869
dsa0.6,0.2,1.0,2,0.5,5,120,6869
dsa0.6,0.2,1.0,2,0.5,5,121,6869
dsa0.6,0.2,1.0,2,0.5,5,122,6869
dsa0.6,0.2,1.0,2,0.5,5,123,6869
dsa0.6,0.2,1.0,2,0.5,5,124,6869
dsa0.6,0.2,1.0,2,0.5,5,125,6869
dsa0.6,0.2,1.0,2,0.5,5,126,6869
dsa0.6,0.2,1.0,2,0.5,5,127,6869
dsa0.6,0.2,1.0,2,0.5,5,128,6869
dsa0.6,0.2,1.0,2,0.5,5,129,6869
dsa0.6,0.2,1.0,2,0.5,5,130,6869
dsa0.6,0.2,1.0,2,0.5,5,131,6869
dsa0.6,0.2,1.0,2,0.5,5,132,6869
dsa0.6,0.2,1.0,2,0.5,5,133,6869
dsa0.6,0.2,1.0,2,0.5,5,134,6869
dsa0.6,0.2,1.0,2,0.5,5,135,6869
dsa0.6,0.2,1.0,2,0.5,5,136,6869
dsa0.6,0.2,1.0,2,0.5,5,137,6869
dsa0.6,0.2,1.0,2,0.5,5,138,6869
dsa0.6,0.2,1.0,2,0.5,5,139,6869
dsa0.6,0.2,1.0,2,0.5,5,140,6869
dsa0.6,0.2,1.0,2,0.5,5,141,6869
dsa0.6,0.2,1.0,2,0.5,5,142,6869
dsa0.6,0.2,1.0,2,0.5,5,143,6869
dsa0.6,0.2,1.0,2,0.5,5,144,6869
dsa0.6,0.2,1.0,2,0.5,5,145,6869
dsa0.6,0.2,1.0,2,0.5,5,146,6869
dsa0.6,0.2,1.0,2,0.5,5,147,6869
dsa0.6,0.2,1.0,2,0.5,5,148,6869
dsa0.6,0.2,1.0,2,0.5,5,149,6869
dsa0.6,0.2,1.0,2,0.5,5,150,6869
dsa0.6,0.2,1.0,2,0.5,5,151,6869
dsa0.6,0.2,1.0,2,0.5,5,152,6869
dsa0.6,0.2,1.0,2,0.5,5,153,6869
dsa0.6,0.2,1.0,2,0.5,5,154,6869
dsa0.6,0.2,1.0,2,0.5,5,155,6869
dsa0.6,0.2,1.0,2,0.5,5,156,6869
dsa0.6,0.2,1.0,2,0.5,5,157,6869
dsa0.6,0.2,1.0,2,0.5,5,158,6869
dsa0.6,0.2,1.0,2,0.5,5,159,6869
dsa0.6,0.2,1.0,2,0.5,5,160,6869
dsa0.6,0.2,1.0,2,0.5,5,161,6869
dsa0.6,0.2,1.0,2,0.5,5,162,6869
dsa0.6,0.2,1.0,2,0.5,5,163,6869
dsa0.6,0.2,1.0,2,0.5,5,164,6869
dsa0.6,0.2,1.0,2,0.5,5,165,6869
dsa0.6,0.2,1.0,2,0.5,5,166,6869
dsa0.6,0.2,1.0,2,0.5,5,167,6869
dsa0.6,0.2,1.0,2,0.5,5,168,6869
dsa0.6,0.2,1.0,2,0.5,5,169,6869
dsa0.6,0.2,1.0,2,0.5,5,170,6869
dsa0.6,0.2,1.0,2,0.5,5,171,6869
dsa0.6,0.2,1.0,2,0.5,5,172,6869
dsa0.6,0.2,1.0,2,0.5,5,173,6869
dsa0.6,0.2,1.0,2,0.5,5,174,6869
dsa0.6,0.2,1.0,2,0.5,5,175,6869
dsa0.6,0.2,1.0,2,0.5,5,176,6869
dsa0.6,0.2,1.0,2,0.5,5,177,6869
dsa0.6,0.2,1.0,2,0.5,5,178,6869
dsa0.6,0.2,1.0,2,0.5,5,179,6869
dsa0.6,0.2,1.0,2,0.5,5,180,6869
dsa0.6,0.2,1.0,2,0.5,5,181,6869
dsa0.6,0.2,1.0,2,0.5,5,182,6869
dsa0.6,0.2,1.0,2,0.5,5,183,6869
dsa0.6,0.2,1.0,2,0.5,5,184,6869
dsa0.6,0.2,1.0,2,0.5,5,185,6869
dsa0.6,0.2,1.0,2,0.5,5,186,6869
dsa0.6,0.2,1.0,2,0.5,5,187,6869
dsa0.6,0.2,1.0,2,0.5,5,188,6869
dsa0.6,0.2,1.0,2,0.5,5,189,6869
dsa0.6,0.2,1.0,2,0.5,5,190,6869
dsa0.6,0.2,1.0,2,0.5,5,191,6869
dsa0.6,0.2,1.0,2,0.5,5,192,6869
dsa0.6,0.2,1.0,2,0.5,5,193,6869
dsa0.6,0.2,1.0,2,0.5,5,194,6869
dsa0.6,0.2,1.0,2,0.5,5,195,6869
dsa0.6,0.2,1.0,2,0.5,5,196,6869
dsa0.6,0.2,1.0,2,0.5,5,197,6869
dsa0.6,0.2,1.0,2,0.5,5,198,6869
dsa0.6,0.2,1.0,2,0.5,5,199,6869
dsa0.6,0.2,1.0,2,0.5,10,0,13052
dsa0.6,0.2,1.0,2,0.5,10,1,10995
dsa0.6,0.2,1.0,2,0.5,10,2,9991
dsa0.6,0.2,1.0,2,0.5,10,3,10177
dsa0.6,0.2,1.0,2,0.5,10,4,9831
dsa0.6,0.2,1.0,2,0.5,10,5,9882
dsa0.6,0.2,1.0,2,0.5,10,6,10032
dsa0.6,0.2,1.0,2,0.5,10,7,9431
dsa0.6,0.2,1.0,2,0.5,10,8,9067
dsa0.6,0.2,1.0,2,0.5,10,9,9072
dsa0.6,0.2,1.0,2,0.5,10,10,8561
dsa0.6,0.2,1.0,2,0.5,10,11,8573
dsa0.6,0.2,1.0,2,0.5,10,12,8635
dsa0.6,0.2,1.0,2,0.5,10,13,8660
dsa0.6,0.2,1.0,2,0.5,10,14,8715
dsa0.6,0.2,1.0,2,0.5,10,15,8611
dsa0.6,0.2,1.0,2,0.5,10,16,8666
dsa0.6,0.2,1.0,2,0.5,10,17,8344
dsa0.6,0.2,1.0,2,0.5,10,18,8227
dsa0.6,0.2,1.0,2,0.5,10,19,8133
dsa0.6,0.2,1.0,2,0.5,10,20,7843
dsa0.6,0.2,1.0,2,0.5,10,21,8209
dsa0.6,0.2,1.0,2,0.5,10,22,7668
dsa0.6,0.2,1.0,2,0.5,10,23,7545
dsa0.6,0.2,1.0,2,0.5,10,24,7405
dsa0.6,0.2,1.0,2,0.5,10,25,7678
dsa0.6,0.2,1.0,2,0.5,10,26,7891
dsa0.6,0.2,1.0,2,0.5,10,27,7800
dsa0.6,0.2,1.0,2,0.5,10,28,7786
dsa0.6,0.2,1.0,2,0.5,10,29,7622
dsa0.6,0.2,1.0,2,0.5,10,30,7429
dsa0.6,0.2,1.0,2,0.5,10,31,7397
dsa0.6,0.2,1.0,2,0.5,10,32,7370
dsa0.6,0.2,1.0,2,0.5,10,33,7386
dsa0.6,0.2,1.0,2,0.5,10,34,7376
dsa0.6,0.2,1.0,2,0.5,10,35,7376
dsa0.6,0.2,1.0,2,0.5,10,36,7318
dsa0.6,0.2,1.0,2,0.5,10,37,7315
dsa0.6,0.2,1.0,2,0.5,10,38,7225
dsa0.6,0.2,1.0,2,0.5,10,39,7201
dsa0.6,0.2,1.0,2,0.5,10,40,7201
dsa0.6,0.2,1.0,2,0.5,10,41,7201
dsa0.6,0.2,1.0,2,0.5,10,42,7123
dsa0.6,0.2,1.0,2,0.5,10,43,7123
dsa0.6,0.2,1.0,2,0.5,10,44,7123
dsa0.6,0.2,1.0,2,0.5,10,45,7123
dsa0.6,0.2,1.0,2,0.5,10,46,7123
dsa0.6,0.2,1.0,2,0.5,10,47,7123
dsa0.6,0.2,1.0,2,0.5,10,48,7123
dsa0.6,0.2,1.0,2,0.5,10,49,7123
dsa0.6,0.2,1.0,2,0.5,10,50,7123
dsa0.6,0.2,1.0,2,0.5,10,51,7110
dsa0.6,0.2,1.0,2,0.5,10,52,7110
dsa0.6,0.2,1.0,2,0.5,10,53,7110
dsa0.6,0.2,1.0,2,0.5,10,54,7110
dsa0.6,0.2,1.0,2,0.5,10,55,7110
dsa0.6,0.2,1.0,2,0.5,10,56,7110
dsa0.6,0.2,1.0,2,0.5,10,57,7110
dsa0.6,0.2,1.0,2,0.5,10,58,7110
dsa0.6,0.2,1.0,2,0.5,10,59,7110
dsa0.6,0.2,1.0,2,0.5,10,60,7110
dsa0.6,0.2,1.0,2,0.5,10,61,7110
dsa0.6,0.2,1.0,2,0.5,10,62,7110
dsa0.6,0.2,1.0,2,0.5,10,63,7110
dsa0.6,0.2,1.0,2,0.5,10,64,7110
dsa0.6,0.2,1.0,2,0.5,10,65,7110
dsa0.6,0.2,1.0,2,0.5,10,66,7110
dsa0.6,0.2,1.0,2,0.5,10,67,7110
dsa0.6,0.2,1.0,2,0.5,10,68,7110
dsa0.6,0.2,1.0,2,0.5,10,69,7110
dsa0.6,0.2,1.0,2,0.5,10,70,7110
dsa0.6,0.2,1.0,2,0.5,10,71,7110
dsa0.6,0.2,1.0,2,0.5,10,72,7110
dsa0.6,0.2,1.0,2,0.5,10,73,7110
dsa0.6,0.2,1.0,2,0.5,10,74,7110
dsa0.6,0.2,1.0,2,0.5,10,75,7110
dsa0.6,0.2,1.0,2,0.5,10,76,7110
dsa0.6,0.2,1.0,2,0.5,10,77,7110
dsa0.6,0.2,1.0,2,0.5,10,78,7110
dsa0.6,0.2,1.0,2,0.5,10,79,7110
dsa0.6,0.2,1.0,2,0.5,10,80,7110
dsa0.6,0.2,1.0,2,0.5,10,81,7110
dsa0.6,0.2,1.0,2,0.5,10,82,7110
dsa0.6,0.2,1.0,2,0.5,10,83,7110
dsa0.6,0.2,1.0,2,0.5,10,84,7110
dsa0.6,0.2,1.0,2,0.5,10,85,7110
dsa0.6,0.2,1.0,2,0.5,10,86,7110
dsa0.6,0.2,1.0,2,0.5,10,87,7110
dsa0.6,0.2,1.0,2,0.5,10,88,7110
dsa0.6,0.2,1.0,2,0.5,10,89,7110
dsa0.6,0.2,1.0,2,0.5,10,90,7110
dsa0.6,0.2,1.0,2,0.5,10,91,7110
dsa0.6,0.2,1.0,2,0.5,10,92,7110
dsa0.6,0.2,1.0,2,0.5,10,93,7110
dsa0.6,0.2,1.0,2,0.5,10,94,7110
dsa0.6,0.2,1.0,2,0.5,10,95,7110
dsa0.6,0.2,1.0,2,0.5,10,96,7110
dsa0.6,0.2,1.0,2,0.5,10,97,7110
dsa0.6,0.2,1.0,2,0.5,10,98,7110
dsa0.6,0.2,1.0,2,0.5,10,99,7110
dsa0.6,0.2,1.0,2,0.5,10,100,7110
dsa0.6,0.2,1.0,2,0.5,10,101,7110
dsa0.6,0.2,1.0,2,0.5,10,102,7110
dsa0.6,0.2,1.0,2,0.5,10,103,7110
dsa0.6,0.2,1.0,2,0.5,10,104,7110
dsa0.6,0.2,1.0,2,0.5,10,105,7110
dsa0.6,0.2,1.0,2,0.5,10,106,7110
dsa0.6,0.2,1.0,2,0.5,10,107,7110
dsa0.6,0.2,1.0,2,0.5,10,108,7110
dsa0.6,0.2,1.0,2,0.5,10,109,7110
dsa0.6,0.2,1.0,2,0.5,10,110,7110
dsa0.6,0.2,1.0,2,0.5,10,111,7110
dsa0.6,0.2,1.0,2,0.5,10,112,7110
dsa0.6,0.2,1.0,2,0.5,10,113,7110
dsa0.6,0.2,1.0,2,0.5,10,114,7110
dsa0.6,0.2,1.0,2,0.5,10,115,7110
dsa0.6,0.2,1.0,2,0.5,10,116,7110
dsa0.6,0.2,1.0,2,0.5,10,117,7110
dsa0.6,0.2,1.0,2,0.5,10,118,7110
dsa0.6,0.2,1.0,2,0.5,10,119,7110
dsa0.6,0.2,1.0,2,0.5,10,120,7110
dsa0.6,0.2,1.0,2,0.5,10,121,7110
dsa0.6,0.2,1.0,2,0.5,10,122,7110
dsa0.6,0.2,1.0,2,0.5,10,123,7110
dsa0.6,0.2,1.0,2,0.5,10,124,7110
dsa0.6,0.2,1.0,2,0.5,10,125,7110
dsa0.6,0.2,1.0,2,0.5,10,126,7110
dsa0.6,0.2,1.0,2,0.5,10,127,7110
dsa0.6,0.2,1.0,2,0.5,10,128,7110
dsa0.6,0.2,1.0,2,0.5,10,129,7110
dsa0.6,0.2,1.0,2,0.5,10,130,7110
dsa0.6,0.2,1.0,2,0.5,10,131,7110
dsa0.6,0.2,1.0,2,0.5,10,132,7110
dsa0.6,0.2,1.0,2,0.5,10,133,7110
dsa0.6,0.2,1.0,2,0.5,10,134,7110
dsa0.6,0.2,1.0,2,0.5,10,135,7110
dsa0.6,0.2,1.0,2,0.5,10,136,7110
dsa0.6,0.2,1.0,2,0.5,10,137,7110
dsa0.6,0.2,1.0,2,0.5,10,138,7110
dsa0.6,0.2,1.0,2,0.5,10,139,7110
dsa0.6,0.2,1.0,2,0.5,10,140,7110
dsa0.6,0.2,1.0,2,0.5,10,141,7110
dsa0.6,0.2,1.0,2,0.5,10,142,7110
dsa0.6,0.2,1.0,2,0.5,10,143,7110
dsa0.6,0.2,1.0,2,0.5,10,144,7110
dsa0.6,0.2,1.0,2,0.5,10,145,7110
dsa0.6,0.2,1.0,2,0.5,10,146,7110
dsa0.6,0.2,1.0,2,0.5,10,147,7110
dsa0.6,0.2,1.0,2,0.5,10,148,7110
dsa0.6,0.2,1.0,2,0.5,10,149,7110
dsa0.6,0.2,1.0,2,0.5,10,150,7110
dsa0.6,0.2,1.0,2,0.5,10,151,7110
dsa0.6,0.2,1.0,2,0.5,10,152,7110
dsa0.6,0.2,1.0,2,0.5,10,153,7110
dsa0.6,0.2,1.0,2,0.5,10,154,7110
dsa0.6,0.2,1.0,2,0.5,10,155,7110
dsa0.6,0.2,1.0,2,0.5,10,156,7110
dsa0.6,0.2,1.0,2,0.5,10,157,7110
dsa0.6,0.2,1.0,2,0.5,10,158,7110
dsa0.6,0.2,1.0,2,0.5,10,159,7110
dsa0.6,0.2,1.0,2,0.5,10,160,7110
dsa0.6,0.2,1.0,2,0.5,10,161,7110
dsa0.6,0.2,1.0,2,0.5,10,162,7110
dsa0.6,0.2,1.0,2,0.5,10,163,7110
dsa0.6,0.2,1.0,2,0.5,10,164,7110
dsa0.6,0.2,1.0,2,0.5,10,165,7110
dsa0.6,0.2,1.0,2,0.5,10,166,7110
dsa0.6,0.2,1.0,2,0.5,10,167,7110
dsa0.6,0.2,1.0,2,0.5,10,168,7110
dsa0.6,0.2,1.0,2,0.5,10,169,7110
dsa0.6,0.2,1.0,2,0.5,10,170,7110
dsa0.6,0.2,1.0,2,0.5,10,171,7110
dsa0.6,0.2,1.0,2,0.5,10,172,7110
dsa0.6,0.2,1.0,2,0.5,10,173,7110
dsa0.6,0.2,1.0,2,0.5,10,174,7110
dsa0.6,0.2,1.0,2,0.5,10,175,7110
dsa0.6,0.2,1.0,2,0.5,10,176,7110
dsa0.6,0.2,1.0,2,0.5,10,177,7110
dsa0.6,0.2,1.0,2,0.5,10,178,7110
dsa0.6,0.2,1.0,2,0.5,10,179,7110
dsa0.6,0.2,1.0,2,0.5,10,180,7110
dsa0.6,0.2,1.0,2,0.5,10,181,7110
dsa0.6,0.2,1.0,2,0.5,10,182,7110
dsa0.6,0.2,1.0,2,0.5,10,183,7110
dsa0.6,0.2,1.0,2,0.5,10,184,7110
dsa0.6,0.2,1.0,2,0.5,10,185,7110
dsa0.6,0.2,1.0,2,0.5,10,186,7110
dsa0.6,0.2,1.0,2,0.5,10,187,7110
dsa0.6,0.2,1.0,2,0.5,10,188,7110
dsa0.6,0.2,1.0,2,0.5,10,189,7110
dsa0.6,0.2,1.0,2,0.5,10,190,7110
dsa0.6,0.2,1.0,2,0.5,10,191,7110
dsa0.6,0.2,1.0,2,0.5,10,192,7110
dsa0.6,0.2,1.0,2,0.5,10,193,7110
dsa0.6,0.2,1.0,2,0.5,10,194,7110
dsa0.6,0.2,1.0,2,0.5,10,195,7110
dsa0.6,0.2,1.0,2,0.5,10,196,7110
dsa0.6,0.2,1.0,2,0.5,10,197,7110
dsa0.6,0.2,1.0,2,0.5,10,198,7110
dsa0.6,0.2,1.0,2,0.5,10,199,7110
