p3,date_known,ub,p4,algo,p1,p2,mean_run,iteration,real_cost,father_cost,anytime_cost
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,0,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,1,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,2,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,3,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,4,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,5,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,6,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,7,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,8,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,9,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,10,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,11,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,12,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,13,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,14,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,15,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,16,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,17,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,18,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,19,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,20,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,21,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,22,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,23,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,24,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,25,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,26,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,27,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,28,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,29,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,30,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,31,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,32,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,33,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,34,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,35,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,36,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,37,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,38,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,39,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,40,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,41,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,42,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,43,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,44,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,45,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,46,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,47,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,48,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,49,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,50,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,51,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,52,2147483647,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,53,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,54,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,55,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,56,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,57,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,58,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,59,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,60,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,61,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,62,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,63,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,64,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,65,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,66,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,67,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,68,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,69,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,70,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,71,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,72,669,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,73,664,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,74,664,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,75,664,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,76,664,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,77,664,2147483647,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,78,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,79,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,80,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,81,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,82,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,83,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,84,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,85,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,86,664,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,87,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,88,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,89,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,90,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,91,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,92,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,93,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,94,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,95,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,96,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,97,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,98,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,99,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,100,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,101,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,102,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,103,635,669,2147483647
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,104,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,105,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,106,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,107,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,108,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,109,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,110,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,111,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,112,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,113,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,114,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,115,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,116,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,117,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,118,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,119,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,120,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,121,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,122,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,123,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,124,635,669,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,125,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,126,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,127,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,128,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,129,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,130,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,131,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,132,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,133,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,134,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,135,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,136,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,137,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,138,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,139,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,140,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,141,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,142,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,143,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,144,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,145,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,146,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,147,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,148,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,149,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,150,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,151,635,635,669
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,152,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,153,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,154,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,155,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,156,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,157,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,158,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,159,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,160,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,161,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,162,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,163,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,164,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,165,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,166,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,167,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,168,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,169,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,170,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,171,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,172,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,173,635,635,664
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,174,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,175,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,176,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,177,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,178,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,179,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,180,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,181,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,182,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,183,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,184,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,185,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,186,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,187,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,188,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,189,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,190,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,191,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,192,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,193,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,194,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,195,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,196,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,197,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,198,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,199,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,200,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,201,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,202,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,203,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,204,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,205,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,206,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,207,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,208,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,209,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,210,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,211,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,212,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,213,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,214,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,215,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,216,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,217,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,218,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,219,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,220,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,221,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,222,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,223,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,224,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,225,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,226,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,227,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,228,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,229,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,230,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,231,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,232,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,233,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,234,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,235,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,236,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,237,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,238,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,239,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,240,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,241,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,242,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,243,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,244,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,245,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,246,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,247,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,248,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,249,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,250,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,251,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,252,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,253,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,254,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,255,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,256,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,257,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,258,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,259,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,260,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,261,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,262,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,263,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,264,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,265,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,266,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,267,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,268,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,269,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,270,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,271,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,272,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,273,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,274,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,275,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,276,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,277,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,278,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,279,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,280,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,281,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,282,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,283,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,284,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,285,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,286,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,287,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,288,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,289,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,290,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,291,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,292,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,293,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,294,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,295,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,296,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,297,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,298,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,299,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,300,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,301,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,302,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,303,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,304,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,305,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,306,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,307,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,308,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,309,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,310,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,311,635,635,635
0.5,true,10,0.0,UnsynchMono,0.7,1.0,1,312,635,635,635
